NAME,year,CountOfCAMPNAME,SumOfCPETALLC,SumOfCPETECOC,SumOfCPETLEPC,SumOfCPETBILC,SumOfCPETSPEC
Step Charter School,2014,1,307,261,102,102,30
Step Charter School,2015,1,341,340,103,103,40
Step Charter School,2016,1,347,313,124,124,44
Step Charter School,2017,2,452,373,207,207,41
Step Charter School,2018,2,474,378,229,228,33
Stephen F Austin State University,2009,1,154,16,0,0,11
Stephen F Austin State University,2010,1,221,25,0,0,12
Stephen F Austin State University,2011,1,261,39,0,0,10
Stephen F Austin State University,2012,1,259,25,1,1,10
Stephen F Austin State University,2013,1,252,19,3,2,10
Stephen F Austin State University,2014,1,246,17,2,1,12
Stephen F Austin State University,2015,1,250,19,3,2,8
Stephen F Austin State University,2016,1,242,14,4,3,7
Stephen F Austin State University,2017,1,255,22,6,5,16
Stephen F Austin State University,2018,1,255,22,7,7,13
Tekoa Academy Of Accelerated Studies,2000,1,157,87,0,0,5
Tekoa Academy Of Accelerated Studies,2001,1,117,90,0,0,10
Tekoa Academy Of Accelerated Studies,2002,2,209,165,0,0,5
Tekoa Academy Of Accelerated Studies,2003,1,160,147,0,0,21
Tekoa Academy Of Accelerated Studies,2004,1,222,137,0,0,18
Tekoa Academy Of Accelerated Studies,2005,1,334,305,0,0,29
Tekoa Academy Of Accelerated Studies,2006,1,343,207,0,0,17
Tekoa Academy Of Accelerated Studies,2007,1,338,323,0,0,32
Tekoa Academy Of Accelerated Studies,2008,1,411,378,0,0,27
Tekoa Academy Of Accelerated Studies,2009,2,396,371,0,0,32
Tekoa Academy Of Accelerated Studies,2010,2,421,405,0,0,29
Tekoa Academy Of Accelerated Studies,2011,4,493,475,0,0,27
Tekoa Academy Of Accelerated Studies,2012,4,491,488,0,0,29
Tekoa Academy Of Accelerated Studies,2013,4,515,464,0,0,22
Tekoa Academy Of Accelerated Studies,2014,4,405,348,0,0,18
Tekoa Academy Of Accelerated Studies,2015,4,426,398,0,0,15
Tekoa Academy Of Accelerated Studies,2016,4,492,457,0,0,17
Tekoa Academy Of Accelerated Studies,2017,4,523,507,0,0,17
Tekoa Academy Of Accelerated Studies,2018,4,408,257,0,0,15
Texans Can Academies,1997,1,221,0,31,0,4
Texans Can Academies,1998,1,565,336,2,0,14
Texans Can Academies,1999,2,752,237,0,0,40
Texans Can Academies,2000,2,747,510,50,27,54
Texans Can Academies,2001,2,817,428,21,12,67
Texans Can Academies,2002,2,849,561,89,48,93
Texans Can Academies,2003,2,900,701,79,70,98
Texans Can Academies,2004,3,1247,809,283,242,184
Texans Can Academies,2005,4,1335,926,354,205,199
Texans Can Academies,2006,4,1712,1165,346,218,184
Texans Can Academies,2007,4,1802,1424,483,386,215
Texans Can Academies,2008,4,1825,1282,386,306,232
Texans Can Academies,2009,4,1736,1543,263,190,247
Texans Can Academies,2010,4,2123,1896,333,267,291
Texans Can Academies,2011,4,1715,1596,286,235,215
Texans Can Academies,2012,4,2136,2051,359,314,287
Texans Can Academies,2013,4,2092,1996,292,266,243
Texans Can Academies,2014,10,4258,4009,624,619,498
Texans Can Academies,2015,11,4158,3941,640,622,435
Texans Can Academies,2016,11,4468,4199,765,766,427
Texans Can Academies,2017,13,5262,4640,866,830,412
Texans Can Academies,2018,13,5809,4942,973,959,429
Texas Academy Of Excellence,1997,1,56,22,0,0,0
Texas Academy Of Excellence,1998,1,77,44,0,0,0
Texas Academy Of Excellence,1999,1,136,62,0,0,0
Texas Academy Of Excellence,2000,1,178,108,0,0,0
Texas Academy Of Excellence,2001,1,229,149,0,0,4
Texas Academy Of Excellence,2002,1,286,177,0,0,9
Texas Academy Of Excellence,2003,1,320,187,0,0,14
Texas Academy Of Excellence,2004,1,377,232,2,1,25
Texas College Preparatory Academies,2009,8,724,378,171,171,31
Texas College Preparatory Academies,2010,13,1633,735,215,215,95
Texas College Preparatory Academies,2011,15,2762,1293,249,249,223
Texas College Preparatory Academies,2012,8,2167,671,0,0,220
Texas College Preparatory Academies,2013,21,4018,1334,112,112,320
Texas College Preparatory Academies,2014,24,5191,1933,340,340,377
Texas College Preparatory Academies,2015,26,6120,1796,486,486,392
Texas College Preparatory Academies,2016,30,8157,2854,804,804,478
Texas College Preparatory Academies,2017,31,9358,4148,1160,1159,582
Texas College Preparatory Academies,2018,31,9481,3971,1213,1206,620
Texas Empowerment Academy,1999,1,46,20,0,0,4
Texas Empowerment Academy,2000,1,61,38,0,0,0
Texas Empowerment Academy,2001,1,75,51,0,0,14
Texas Empowerment Academy,2002,1,105,61,0,0,15
Texas Empowerment Academy,2003,1,119,50,0,0,24
Texas Empowerment Academy,2004,1,125,44,0,0,27
Texas Empowerment Academy,2005,1,122,73,0,0,31
Texas Empowerment Academy,2006,1,117,33,0,0,27
Texas Empowerment Academy,2007,1,122,85,0,0,17
Texas Empowerment Academy,2008,1,119,78,0,0,15
Texas Empowerment Academy,2009,1,141,90,0,0,22
Texas Empowerment Academy,2010,2,227,161,0,0,28
Texas Empowerment Academy,2011,2,251,171,0,0,32
Texas Empowerment Academy,2012,2,259,191,0,0,23
Texas Empowerment Academy,2013,2,218,152,0,0,17
Texas Empowerment Academy,2014,2,237,187,0,0,16
Texas Empowerment Academy,2015,2,271,271,0,0,15
Texas Empowerment Academy,2016,2,287,205,0,0,16
Texas Empowerment Academy,2017,2,294,194,0,0,18
Texas Empowerment Academy,2018,2,297,245,0,0,23
Texas Leadership,2010,1,633,287,0,0,44
Texas Leadership,2011,1,745,334,10,6,45
Texas Leadership,2012,1,836,385,10,10,52
Texas Leadership,2013,1,960,406,10,10,71
Texas Leadership,2014,2,1165,502,20,19,78
Texas Leadership,2015,3,1766,811,44,36,100
Texas Leadership,2016,4,2332,1127,104,99,149
Texas Leadership,2017,4,2656,1295,107,104,180
Texas Leadership,2018,4,2737,1384,111,109,188
Texas Preparatory School,2002,1,87,1,0,0,8
Texas Preparatory School,2003,1,117,66,0,0,17
Texas Preparatory School,2004,1,124,66,1,1,18
Texas Preparatory School,2005,1,88,45,0,0,10
Texas Preparatory School,2006,1,88,57,0,0,8
Texas Preparatory School,2007,1,92,64,0,0,10
Texas Preparatory School,2008,1,77,24,0,0,5
Texas Preparatory School,2009,1,80,39,0,0,7
Texas Preparatory School,2010,1,105,90,0,0,4
Texas Preparatory School,2011,1,133,66,0,0,5
Texas Preparatory School,2012,1,146,102,0,0,11
Texas Preparatory School,2013,1,138,97,0,0,9
Texas Preparatory School,2014,2,199,130,0,0,14
Texas Preparatory School,2015,2,280,195,0,0,24
Texas Preparatory School,2016,2,251,176,0,0,21
Texas Preparatory School,2017,2,287,215,0,0,28
Texas Preparatory School,2018,2,248,181,0,0,28
Texas School Of The Arts,2008,1,133,0,1,1,2
Texas School Of The Arts,2009,1,153,6,1,1,12
Texas School Of The Arts,2010,1,155,3,0,4,8
Texas School Of The Arts,2011,1,152,3,3,3,12
Texas School Of The Arts,2012,1,159,13,0,0,25
Texas School Of The Arts,2013,1,296,45,0,0,17
Texas School Of The Arts,2014,1,329,39,2,2,22
Texas School Of The Arts,2015,1,334,32,4,3,17
Texas School Of The Arts,2016,1,327,32,10,10,9
Texas School Of The Arts,2017,1,342,35,17,23,12
Texas School Of The Arts,2018,1,345,10,32,32,17
Texas Serenity Academy,2000,2,25,18,0,0,16
Texas Serenity Academy,2001,2,24,5,0,0,14
Texas Serenity Academy,2002,2,38,30,0,0,11
Texas Serenity Academy,2003,1,6,0,0,0,2
Texas Serenity Academy,2004,1,6,3,0,0,2
Texas Serenity Academy,2006,1,384,121,0,0,28
Texas Serenity Academy,2007,2,222,188,0,0,15
Texas Serenity Academy,2008,1,246,244,28,28,49
Texas Serenity Academy,2009,1,339,254,77,77,31
Texas Serenity Academy,2010,1,390,358,51,51,41
Texas Serenity Academy,2011,1,408,381,72,61,26
Texas Serenity Academy,2012,1,412,363,104,95,24
Texas Serenity Academy,2013,1,427,390,143,135,27
Texas Serenity Academy,2014,1,416,391,168,154,27
Texas Serenity Academy,2015,1,408,375,158,146,31
Texas Serenity Academy,2016,1,387,363,156,143,22
Texas Serenity Academy,2017,2,507,441,170,160,27
Texas Serenity Academy,2018,2,503,478,117,111,26
The Excel Center,2015,1,132,106,0,0,0
The Excel Center,2016,2,426,276,21,21,12
The Excel Center,2017,3,374,195,103,103,9
The Excel Center,2018,3,546,473,196,196,21
The Lawson Academy,2012,1,276,204,12,0,13
The Lawson Academy,2013,1,229,146,10,0,14
The Lawson Academy,2014,1,201,146,13,0,16
The Lawson Academy,2015,1,154,115,7,0,18
The Lawson Academy,2016,1,149,61,6,0,17
The Lawson Academy,2017,1,237,136,5,0,25
The Lawson Academy,2018,1,233,195,2,0,23
The Legends Academy,2010,1,33,1,0,0,6
The Legends Academy,2011,1,65,28,0,0,7
The Legends Academy,2012,1,72,15,0,0,22
The Pro-Vision Academy,2014,2,263,253,2,2,47
The Pro-Vision Academy,2015,2,356,335,4,4,61
The Pro-Vision Academy,2016,2,363,338,2,2,50
The Pro-Vision Academy,2017,2,340,309,2,2,58
The Pro-Vision Academy,2018,2,403,379,0,0,62
The Rhodes School,2008,1,91,73,0,0,0
The Rhodes School,2009,1,128,51,0,0,13
The Rhodes School,2010,1,298,237,0,0,15
The Rhodes School,2011,1,355,287,0,0,21
The Rhodes School,2012,1,595,514,0,0,22
The Rhodes School,2013,1,724,587,35,24,28
The Rhodes School,2014,1,683,496,27,20,30
The Rhodes School,2015,2,804,562,21,14,33
The Rhodes School,2016,3,914,703,27,19,54
The Rhodes School,2017,4,1186,858,24,19,89
The Rhodes School,2018,4,1177,762,33,28,90
The School Of Liberal Arts And Sciences,2000,1,42,28,11,12,0
The School Of Liberal Arts And Sciences,2001,1,64,51,18,18,4
The School Of Liberal Arts And Sciences,2002,1,119,81,43,42,2
The School Of Liberal Arts And Sciences,2003,1,249,133,40,33,11
The School Of Liberal Arts And Sciences,2004,1,333,263,91,79,20
The School Of Liberal Arts And Sciences,2005,1,473,369,167,133,19
The School Of Liberal Arts And Sciences,2006,1,552,477,166,140,19
The School Of Liberal Arts And Sciences,2007,1,545,480,132,76,19
The School Of Liberal Arts And Sciences,2008,1,640,415,168,109,20
The School Of Liberal Arts And Sciences,2009,1,706,669,196,196,23
The School Of Liberal Arts And Sciences,2010,1,714,664,247,240,18
The Varnett Public School,1999,1,347,271,0,0,24
The Varnett Public School,2000,1,491,331,0,0,17
The Varnett Public School,2001,1,626,72,0,0,42
The Varnett Public School,2002,1,720,301,0,0,30
The Varnett Public School,2003,1,749,372,0,1,39
The Varnett Public School,2004,3,1110,241,61,61,67
The Varnett Public School,2005,3,1126,444,0,0,71
The Varnett Public School,2006,3,1180,1052,133,133,41
The Varnett Public School,2007,3,1450,1120,260,259,41
The Varnett Public School,2008,3,1525,1365,283,283,37
The Varnett Public School,2009,3,1464,1400,368,369,32
The Varnett Public School,2010,3,1552,1512,441,433,28
The Varnett Public School,2011,3,1667,1638,440,421,31
The Varnett Public School,2012,3,1729,1706,576,538,42
The Varnett Public School,2013,3,1595,1579,577,541,30
The Varnett Public School,2014,3,1790,1776,641,593,31
The Varnett Public School,2015,3,1614,1594,640,600,40
The Varnett Public School,2016,3,1668,1457,679,665,42
The Varnett Public School,2017,3,1607,1406,707,673,51
The Varnett Public School,2018,4,1474,1252,720,684,61
Theresa B Lee Academy,2000,1,125,74,0,0,2
Theresa B Lee Academy,2001,1,176,106,1,2,12
Theresa B Lee Academy,2002,1,240,234,1,1,16
Theresa B Lee Academy,2003,1,197,99,0,0,11
Theresa B Lee Academy,2004,1,238,144,0,0,19
Theresa B Lee Academy,2005,1,277,223,0,0,40
Theresa B Lee Academy,2006,1,266,88,0,0,33
Theresa B Lee Academy,2007,1,274,148,0,0,14
Theresa B Lee Academy,2008,1,189,115,0,0,13
Transformative Charter Academy,1999,1,109,0,0,0,9
Transformative Charter Academy,2000,1,106,0,0,0,7
Transformative Charter Academy,2001,1,73,0,0,0,1
Transformative Charter Academy,2002,1,106,0,0,0,11
Transformative Charter Academy,2003,1,105,1,0,0,6
Transformative Charter Academy,2004,1,134,77,0,0,14
Transformative Charter Academy,2005,1,99,52,0,0,8
Transformative Charter Academy,2006,1,84,54,0,0,12
Transformative Charter Academy,2007,1,83,50,0,0,13
Transformative Charter Academy,2008,1,59,39,0,0,6
Transformative Charter Academy,2009,1,69,43,0,0,2
Transformative Charter Academy,2010,1,80,47,0,0,3
Transformative Charter Academy,2011,1,75,46,0,0,4
Transformative Charter Academy,2012,1,49,31,0,0,12
Transformative Charter Academy,2013,1,66,24,0,0,9
Transformative Charter Academy,2014,1,91,62,0,0,6
Transformative Charter Academy,2015,1,72,47,0,0,1
Treetops School International,1999,1,145,0,0,0,0
Treetops School International,2000,1,221,7,2,0,0
Treetops School International,2001,1,234,4,0,0,22
Treetops School International,2002,1,273,3,0,0,26
Treetops School International,2003,1,307,2,0,0,17
Treetops School International,2004,1,301,5,0,0,25
Treetops School International,2005,1,272,17,0,0,25
Treetops School International,2006,1,231,13,0,0,29
Treetops School International,2007,1,226,18,0,0,27
Treetops School International,2008,1,262,16,0,0,40
Treetops School International,2009,1,341,57,0,0,31
Treetops School International,2010,1,362,47,0,0,23
Treetops School International,2011,1,326,39,0,0,24
Treetops School International,2012,1,325,86,0,0,20
Treetops School International,2013,1,349,64,0,0,23
Treetops School International,2014,1,342,48,0,2,22
Treetops School International,2015,1,363,39,0,2,21
Treetops School International,2016,1,392,51,0,2,22
Treetops School International,2017,1,415,68,0,2,25
Treetops School International,2018,1,381,67,4,4,23
Trinity Basin Preparatory,2000,1,253,190,0,0,0
Trinity Basin Preparatory,2001,1,613,561,0,0,16
Trinity Basin Preparatory,2002,1,674,513,205,205,7
Trinity Basin Preparatory,2003,1,661,285,102,101,33
Trinity Basin Preparatory,2004,1,406,373,131,129,45
Trinity Basin Preparatory,2005,1,478,429,236,235,43
Trinity Basin Preparatory,2006,1,493,426,251,248,32
Trinity Basin Preparatory,2007,1,444,408,227,222,22
Trinity Basin Preparatory,2008,1,526,463,196,158,20
Trinity Basin Preparatory,2009,1,554,494,211,211,17
Trinity Basin Preparatory,2010,1,618,556,237,235,19
Trinity Basin Preparatory,2011,2,1362,1287,591,585,36
Trinity Basin Preparatory,2012,2,1300,1202,693,685,54
Trinity Basin Preparatory,2013,1,1622,1485,959,947,88
Trinity Basin Preparatory,2014,1,1732,1567,1169,1150,117
Trinity Basin Preparatory,2015,1,1840,1673,1263,1227,130
Trinity Basin Preparatory,2016,1,2353,2148,1442,1407,153
Trinity Basin Preparatory,2017,1,2778,2481,1783,1757,214
Trinity Basin Preparatory,2018,1,3151,2494,1918,1894,238
Trinity Charter School,2005,4,226,226,0,0,218
Trinity Charter School,2006,4,230,229,0,0,223
Trinity Charter School,2007,4,218,218,31,31,141
Trinity Charter School,2008,4,218,218,47,47,116
Trinity Charter School,2009,6,288,286,2,1,181
Trinity Charter School,2010,5,277,264,3,3,162
Trinity Charter School,2011,4,269,172,0,0,163
Trinity Charter School,2012,3,195,191,6,6,90
Trinity Charter School,2013,2,137,137,5,5,54
Trinity Charter School,2014,3,315,312,6,4,113
Trinity Charter School,2015,7,490,488,65,65,198
Trinity Charter School,2016,7,496,496,78,78,179
Trinity Charter School,2017,8,597,597,174,174,160
Trinity Charter School,2018,8,503,503,131,131,151
Trinity Environmental Academy,2016,1,143,129,12,9,14
Trinity Environmental Academy,2017,1,239,218,9,8,22
Trinity Environmental Academy,2018,2,318,292,23,22,24
Trivium Academy,2017,1,354,23,7,6,32
Trivium Academy,2018,1,522,24,18,16,42
Two Dimensions Preparatory Academy,1999,1,161,90,0,0,0
Two Dimensions Preparatory Academy,2000,1,185,110,0,0,6
Two Dimensions Preparatory Academy,2001,1,223,159,0,0,3
Two Dimensions Preparatory Academy,2002,1,277,221,0,0,13
Two Dimensions Preparatory Academy,2003,1,520,467,26,26,14
Two Dimensions Preparatory Academy,2004,3,542,484,12,12,11
Two Dimensions Preparatory Academy,2005,3,608,567,26,26,28
Two Dimensions Preparatory Academy,2006,3,524,471,17,17,17
Two Dimensions Preparatory Academy,2007,3,519,487,21,28,27
Two Dimensions Preparatory Academy,2008,3,559,531,31,32,26
Two Dimensions Preparatory Academy,2009,3,469,443,27,27,11
Two Dimensions Preparatory Academy,2010,3,428,407,19,19,16
Two Dimensions Preparatory Academy,2011,3,536,530,29,29,15
Two Dimensions Preparatory Academy,2012,3,562,544,35,35,13
Two Dimensions Preparatory Academy,2013,3,550,533,39,39,9
Two Dimensions Preparatory Academy,2014,3,552,515,17,17,13
Two Dimensions Preparatory Academy,2015,3,533,504,35,35,13
Two Dimensions Preparatory Academy,2016,3,486,465,27,27,14
Two Dimensions Preparatory Academy,2017,3,534,509,26,26,9
Two Dimensions Preparatory Academy,2018,3,536,502,29,29,11
Ume Preparatory Academy,2013,1,337,45,7,6,9
Ume Preparatory Academy,2014,1,392,67,9,8,21
Ume Preparatory Academy,2015,1,413,91,11,11,22
Ume Preparatory Academy,2016,1,429,119,12,12,20
Ume Preparatory Academy,2017,2,627,181,11,11,23
Ume Preparatory Academy,2018,2,790,157,28,27,34
Universal Academy,1999,1,76,25,0,0,0
Universal Academy,2000,1,382,182,0,4,27
Universal Academy,2001,1,768,319,0,3,37
Universal Academy,2002,2,951,326,44,44,56
Universal Academy,2003,2,1022,349,57,56,46
Universal Academy,2004,2,1233,414,76,65,65
Universal Academy,2005,2,1076,471,59,91,37
Universal Academy,2006,2,1160,600,111,93,58
Universal Academy,2007,2,1260,678,145,122,48
Universal Academy,2008,2,1301,674,145,132,31
Universal Academy,2009,2,1472,731,290,278,31
Universal Academy,2010,2,1396,650,276,260,22
Universal Academy,2011,2,1511,677,363,348,26
Universal Academy,2012,2,1444,649,350,334,24
Universal Academy,2013,2,1469,665,405,390,27
Universal Academy,2014,2,1518,650,453,437,29
Universal Academy,2015,2,1790,704,486,473,33
Universal Academy,2016,2,1985,658,533,523,38
Universal Academy,2017,2,2083,610,629,622,33
Universal Academy,2018,2,2160,683,598,591,46
University of Houston Charter Schools,1998,1,40,0,0,0,0
University of Houston Charter Schools,1999,1,81,0,0,0,0
University of Houston Charter Schools,2000,1,101,0,2,2,1
University of Houston Charter Schools,2001,1,132,19,2,2,7
University of Houston Charter Schools,2002,1,129,22,2,2,10
University of Houston Charter Schools,2003,1,122,0,1,1,14
University of Houston Charter Schools,2004,1,135,38,1,1,18
University of Houston Charter Schools,2005,1,127,31,1,1,24
University of Houston Charter Schools,2006,1,133,39,2,1,16
University of Houston Charter Schools,2007,1,132,31,3,3,12
University of Houston Charter Schools,2008,1,130,36,3,3,14
University of Houston Charter Schools,2009,1,129,24,2,2,10
University of Houston Charter Schools,2010,1,133,19,4,4,7
University of Houston Charter Schools,2011,1,135,23,4,4,9
University of Houston Charter Schools,2012,1,132,51,3,3,13
University of Houston Charter Schools,2013,1,133,54,3,3,14
University of Houston Charter Schools,2014,1,138,48,4,4,11
University of Houston Charter Schools,2015,1,139,36,4,4,10
University of Houston Charter Schools,2016,1,121,30,2,2,8
University of Houston Charter Schools,2017,1,128,42,7,4,12
University of Houston Charter Schools,2018,1,127,66,2,1,15
university Of Texas Elementary Charters,2004,1,113,79,3,3,8
university Of Texas Elementary Charters,2005,1,150,113,7,7,10
university Of Texas Elementary Charters,2006,1,178,111,12,12,18
university Of Texas Elementary Charters,2007,1,216,143,20,20,17
university Of Texas Elementary Charters,2008,1,255,155,20,20,25
university Of Texas Elementary Charters,2009,1,252,157,28,28,24
university Of Texas Elementary Charters,2010,1,256,177,42,42,22
university Of Texas Elementary Charters,2011,1,259,176,38,38,20
university Of Texas Elementary Charters,2012,1,296,174,53,59,22
university Of Texas Elementary Charters,2013,1,298,193,60,60,28
university Of Texas Elementary Charters,2014,1,305,153,66,61,24
university Of Texas Elementary Charters,2015,1,304,168,61,57,18
university Of Texas Elementary Charters,2016,1,303,161,72,68,15
university Of Texas Elementary Charters,2017,1,304,176,78,75,19
university Of Texas Elementary Charters,2018,1,295,158,76,75,20
University Of Texas University Charters,2000,4,44,0,0,0,32
University Of Texas University Charters,2001,7,125,0,0,0,100
University Of Texas University Charters,2002,11,229,118,0,0,166
University Of Texas University Charters,2003,16,524,447,0,0,373
University Of Texas University Charters,2004,16,648,563,6,8,461
University Of Texas University Charters,2005,18,902,895,3,5,700
University Of Texas University Charters,2006,19,1024,527,7,11,725
University Of Texas University Charters,2007,16,971,400,1,0,583
University Of Texas University Charters,2008,17,944,611,9,11,580
University Of Texas University Charters,2009,17,900,576,23,22,531
University Of Texas University Charters,2010,16,907,658,24,24,485
University Of Texas University Charters,2011,15,752,516,27,26,339
University Of Texas University Charters,2012,15,776,524,35,33,325
University Of Texas University Charters,2013,14,770,532,36,33,319
University Of Texas University Charters,2014,14,638,395,33,31,220
University Of Texas University Charters,2015,13,439,296,31,30,162
University Of Texas University Charters,2016,20,567,354,32,32,192
University Of Texas University Charters,2017,21,583,330,28,28,196
University Of Texas University Charters,2018,20,674,389,76,76,218
Uplift Education,1998,1,218,5,0,0,4
Uplift Education,1999,1,360,0,0,0,9
Uplift Education,2000,1,409,0,0,0,9
Uplift Education,2001,1,753,19,0,0,13
Uplift Education,2002,1,799,13,9,3,14
Uplift Education,2003,1,821,7,2,1,20
Uplift Education,2004,1,885,7,0,3,29
Uplift Education,2005,1,923,0,9,11,46
Uplift Education,2006,2,1056,72,14,14,48
Uplift Education,2007,3,1505,234,38,35,51
Uplift Education,2008,4,1705,461,102,44,70
Uplift Education,2009,15,3324,1640,518,376,143
Uplift Education,2010,15,3961,2228,752,661,181
Uplift Education,2011,17,4676,2773,933,771,232
Uplift Education,2012,22,5780,3706,1395,1285,286
Uplift Education,2013,24,7570,5148,1975,1852,415
Uplift Education,2014,26,9805,6852,2809,2538,565
Uplift Education,2015,27,11958,8589,3540,3365,729
Uplift Education,2016,29,13959,10402,4447,4393,852
Uplift Education,2017,34,15768,11890,4973,4906,1050
Uplift Education,2018,37,17291,13409,5485,5596,1208
Ut Tyler Innovation Academy,2013,3,278,36,1,0,10
Ut Tyler Innovation Academy,2014,3,467,104,0,0,32
Ut Tyler Innovation Academy,2015,3,545,105,6,4,33
Ut Tyler Innovation Academy,2016,3,548,116,18,17,32
Ut Tyler Innovation Academy,2017,3,636,146,15,14,43
Ut Tyler Innovation Academy,2018,3,700,126,14,12,44
UTPB Stem Academy,2015,1,301,29,0,0,14
UTPB Stem Academy,2016,1,323,32,1,1,17
UTPB Stem Academy,2017,1,563,95,0,0,23
UTPB Stem Academy,2018,1,654,76,13,13,31
Valley High,2000,1,199,196,0,0,2
Valley High,2001,1,257,239,0,0,0
Valley High,2002,1,382,307,0,0,9
Vanguard Academy,2002,1,48,44,0,0,4
Vanguard Academy,2003,1,119,99,39,39,10
Vanguard Academy,2004,1,167,146,58,58,11
Vanguard Academy,2005,1,220,170,72,71,12
Vanguard Academy,2006,1,286,227,88,87,12
Vanguard Academy,2007,1,369,272,106,104,13
Vanguard Academy,2008,1,423,331,103,102,12
Vanguard Academy,2009,1,673,533,208,206,17
Vanguard Academy,2010,1,860,691,264,262,16
Vanguard Academy,2011,1,1062,880,286,280,20
Vanguard Academy,2012,1,1295,1086,355,350,33
Vanguard Academy,2013,2,1695,1408,515,511,42
Vanguard Academy,2014,3,2112,1743,705,699,64
Vanguard Academy,2015,3,2333,1897,817,810,76
Vanguard Academy,2016,3,2397,2002,869,862,84
Vanguard Academy,2017,4,2883,2388,1049,1041,96
Vanguard Academy,2018,4,3283,2703,1188,1177,131
Victory Prep,2012,3,590,383,0,0,41
Victory Prep,2013,3,658,534,0,0,40
Victory Prep,2014,3,564,452,0,0,42
Victory Prep,2015,3,634,560,0,0,41
Victory Prep,2016,3,607,526,0,0,35
Village Tech Schools,2014,1,636,175,0,0,5
Village Tech Schools,2015,1,727,234,13,4,21
Village Tech Schools,2016,1,725,220,16,16,24
Village Tech Schools,2017,1,823,283,16,15,42
Village Tech Schools,2018,1,920,371,17,16,43
Vista Del Futuro Charter School,2011,1,115,76,57,56,5
Vista Del Futuro Charter School,2012,1,131,74,42,38,10
Vista Del Futuro Charter School,2013,1,182,99,46,45,7
Vista Del Futuro Charter School,2014,1,255,143,63,55,14
Vista Del Futuro Charter School,2015,1,339,160,86,83,17
Vista Del Futuro Charter School,2016,1,364,180,97,87,27
Vista Del Futuro Charter School,2017,1,352,141,101,93,14
Vista Del Futuro Charter School,2018,1,336,81,90,69,14
Waco Charter School,1997,1,62,59,0,0,0
Waco Charter School,1998,1,145,145,0,0,14
Waco Charter School,1999,1,187,177,24,23,16
Waco Charter School,2000,1,202,165,44,41,34
Waco Charter School,2001,1,168,154,38,38,31
Waco Charter School,2002,1,173,163,50,47,26
Waco Charter School,2003,1,159,141,57,50,23
Waco Charter School,2004,1,143,143,48,48,21
Waco Charter School,2005,1,158,158,60,59,18
Waco Charter School,2006,1,145,145,59,59,19
Waco Charter School,2007,1,153,153,61,56,15
Waco Charter School,2008,1,158,149,55,55,8
Waco Charter School,2009,1,182,173,67,67,9
Waco Charter School,2010,1,182,181,62,62,16
Waco Charter School,2011,1,258,257,83,80,24
Waco Charter School,2012,1,235,235,73,73,18
Waco Charter School,2013,1,263,260,70,70,17
Waco Charter School,2014,1,216,213,57,57,16
Waco Charter School,2015,1,223,222,57,57,18
Waco Charter School,2016,1,221,221,53,53,21
Waco Charter School,2017,1,205,205,54,54,17
Waco Charter School,2018,1,215,215,47,47,13
Wa-Set Preparatory Academy,2000,1,24,0,0,0,0
Wa-Set Preparatory Academy,2001,1,84,61,0,0,5
Wa-Set Preparatory Academy,2002,1,168,137,0,0,7
Wa-Set Preparatory Academy,2003,1,147,130,0,0,13
Waxahachie Faith Family Academy,2000,1,172,94,2,2,11
Waxahachie Faith Family Academy,2001,1,241,130,0,0,22
Waxahachie Faith Family Academy,2002,1,291,140,0,0,38
Waxahachie Faith Family Academy,2003,1,343,167,0,0,54
Waxahachie Faith Family Academy,2004,1,319,211,0,0,57
Waxahachie Faith Family Academy,2005,1,408,249,0,0,45
Waxahachie Faith Family Academy,2006,1,269,166,8,8,33
Waxahachie Faith Family Academy,2007,1,282,183,9,9,24
Waxahachie Faith Family Academy,2008,1,250,160,4,4,22
Waxahachie Faith Family Academy,2009,3,253,154,8,4,25
Waxahachie Faith Family Academy,2010,3,260,157,6,4,36
Waxahachie Faith Family Academy,2011,3,207,113,11,9,21
Waxahachie Faith Family Academy,2012,3,420,283,28,26,22
Waxahachie Faith Family Academy,2013,3,450,197,49,48,21
Waxahachie Faith Family Academy,2014,3,414,180,51,49,26
Waxahachie Faith Family Academy,2015,3,509,432,61,57,26
Waxahachie Faith Family Academy,2016,4,2566,2122,1293,1262,121
Waxahachie Faith Family Academy,2017,3,2551,2247,1374,1337,131
Waxahachie Faith Family Academy,2018,2,2538,2493,1303,1409,133
Wayside Schools,1999,1,188,32,0,1,17
Wayside Schools,2000,1,270,33,0,4,22
Wayside Schools,2001,1,191,16,2,1,19
Wayside Schools,2002,1,162,8,2,0,23
Wayside Schools,2003,1,153,41,0,0,23
Wayside Schools,2004,1,131,45,0,0,15
Wayside Schools,2005,1,149,47,0,0,21
Wayside Schools,2006,1,151,65,2,0,16
Wayside Schools,2007,1,156,59,1,1,19
Wayside Schools,2008,1,157,62,1,1,26
Wayside Schools,2009,1,171,80,1,1,29
Wayside Schools,2010,1,188,78,1,1,25
Wayside Schools,2011,1,232,81,0,0,20
Wayside Schools,2012,1,253,81,0,0,17
Wayside Schools,2013,2,653,366,81,79,37
Wayside Schools,2014,3,1111,600,269,268,71
Wayside Schools,2015,3,1368,814,381,376,92
Wayside Schools,2016,4,1863,1100,596,595,111
Wayside Schools,2017,4,1991,1074,633,629,106
Wayside Schools,2018,4,2116,1335,675,679,113
Westlake Academy Charter School,2004,1,197,0,0,0,0
