"ref_distnm","Year","CountOfCAMPNAME","SumOfCPETALLC","SumOfCPETECOC","SumOfCPETLEPC","SumOfCPETBILC","SumOfCPETSPEC"
"Gateway Charter Academy",2019,2,758.00,688.00,5.00,0.00,10.00
"Gateway Charter Academy",2020,2,833.00,750.00,5.00,5.00,10.00
"General Alfred A Valenzuela Int",2007,1,29.00,26.00,5.00,5.00,1.00
"George Gervin Academy",1997,1,106.00,27.00,0.00,0.00,0.00
"George Gervin Academy",1998,1,189.00,47.00,0.00,0.00,6.00
"George Gervin Academy",1999,1,251.00,76.00,0.00,0.00,15.00
"George Gervin Academy",2000,1,124.00,89.00,0.00,0.00,4.00
"George Gervin Academy",2001,1,184.00,143.00,0.00,0.00,20.00
"George Gervin Academy",2002,1,162.00,118.00,0.00,0.00,24.00
"George Gervin Academy",2003,1,159.00,111.00,0.00,0.00,38.00
"George Gervin Academy",2004,1,312.00,239.00,0.00,0.00,59.00
"George Gervin Academy",2005,2,376.00,270.00,0.00,0.00,44.00
"George Gervin Academy",2006,2,384.00,352.00,11.00,11.00,46.00
"George Gervin Academy",2007,2,563.00,520.00,9.00,9.00,66.00
"George Gervin Academy",2008,2,575.00,548.00,16.00,16.00,54.00
"George Gervin Academy",2009,2,618.00,576.00,0.00,0.00,40.00
"George Gervin Academy",2010,2,779.00,768.00,3.00,3.00,33.00
"George Gervin Academy",2011,2,1327.00,1274.00,108.00,111.00,32.00
"George Gervin Academy",2012,2,1327.00,1305.00,99.00,101.00,39.00
"George Gervin Academy",2013,2,1228.00,1170.00,97.00,98.00,42.00
"George Gervin Academy",2014,2,1313.00,1283.00,276.00,276.00,40.00
"George Gervin Academy",2015,2,1122.00,1120.00,148.00,160.00,55.00
"George Gervin Academy",2016,2,1304.00,1302.00,295.00,299.00,54.00
"George Gervin Academy",2017,2,1355.00,1273.00,269.00,275.00,68.00
"George Gervin Academy",2018,2,1357.00,1357.00,252.00,271.00,86.00
"George Gervin Academy",2019,2,1054.00,1054.00,10.00,149.00,73.00
"George Gervin Academy",2020,2,977.00,977.00,182.00,20.00,84.00
"George I Sanchez Charter",1997,1,360.00,244.00,0.00,0.00,0.00
"George I Sanchez Charter",1998,2,398.00,246.00,0.00,0.00,0.00
"George I Sanchez Charter",1999,3,487.00,327.00,0.00,0.00,2.00
"George I Sanchez Charter",2000,2,368.00,247.00,0.00,0.00,18.00
"George I Sanchez Charter",2001,3,448.00,286.00,17.00,17.00,33.00
"George I Sanchez Charter",2002,4,592.00,343.00,0.00,28.00,34.00
"George I Sanchez Charter",2003,2,629.00,234.00,2.00,54.00,46.00
"George I Sanchez Charter",2004,2,685.00,379.00,93.00,80.00,71.00
"George I Sanchez Charter",2005,2,743.00,488.00,202.00,177.00,90.00
"George I Sanchez Charter",2006,2,779.00,623.00,264.00,186.00,123.00
"George I Sanchez Charter",2007,2,713.00,533.00,224.00,162.00,103.00
"George I Sanchez Charter",2008,2,751.00,562.00,218.00,169.00,73.00
"George I Sanchez Charter",2009,2,781.00,606.00,181.00,175.00,64.00
"George I Sanchez Charter",2010,2,853.00,642.00,165.00,157.00,69.00
"George I Sanchez Charter",2011,2,856.00,647.00,214.00,221.00,64.00
"George I Sanchez Charter",2012,1,633.00,526.00,200.00,202.00,45.00
"George I Sanchez Charter",2013,1,609.00,571.00,202.00,201.00,44.00
"George I Sanchez Charter",2014,1,648.00,607.00,252.00,252.00,36.00
"George I Sanchez Charter",2015,1,736.00,669.00,341.00,341.00,50.00
"George I Sanchez Charter",2016,2,828.00,750.00,400.00,400.00,63.00
"George I Sanchez Charter",2017,2,816.00,745.00,426.00,426.00,69.00
"George I Sanchez Charter",2018,2,916.00,853.00,453.00,453.00,79.00
"George I Sanchez Charter",2019,2,972.00,908.00,453.00,448.00,10.00
"George I Sanchez Charter",2020,2,1036.00,924.00,484.00,482.00,82.00
"Girls & Boys Preparatory Academy",1997,1,256.00,100.00,0.00,0.00,0.00
"Girls & Boys Preparatory Academy",1998,1,340.00,172.00,0.00,0.00,16.00
"Girls & Boys Preparatory Academy",1999,1,440.00,91.00,0.00,0.00,11.00
"Girls & Boys Preparatory Academy",2000,1,394.00,151.00,0.00,0.00,8.00
"Girls & Boys Preparatory Academy",2001,1,320.00,165.00,0.00,0.00,13.00
"Girls & Boys Preparatory Academy",2002,2,489.00,287.00,0.00,0.00,35.00
"Girls & Boys Preparatory Academy",2003,2,729.00,437.00,0.00,0.00,18.00
"Girls & Boys Preparatory Academy",2004,2,999.00,709.00,0.00,0.00,39.00
"Girls & Boys Preparatory Academy",2005,2,768.00,638.00,0.00,0.00,42.00
"Girls & Boys Preparatory Academy",2006,2,955.00,780.00,0.00,0.00,64.00
"Girls & Boys Preparatory Academy",2007,2,885.00,722.00,0.00,0.00,68.00
"Girls & Boys Preparatory Academy",2008,3,808.00,692.00,0.00,0.00,55.00
"Girls & Boys Preparatory Academy",2009,3,785.00,702.00,0.00,0.00,52.00
"Girls & Boys Preparatory Academy",2010,3,739.00,661.00,0.00,0.00,53.00
"Girls & Boys Preparatory Academy",2011,3,797.00,745.00,22.00,7.00,75.00
"Girls & Boys Preparatory Academy",2012,3,740.00,677.00,13.00,4.00,66.00
"Girls & Boys Preparatory Academy",2013,3,752.00,716.00,55.00,51.00,72.00
"Girls & Boys Preparatory Academy",2014,3,758.00,743.00,143.00,134.00,83.00
"Girls & Boys Preparatory Academy",2015,3,745.00,711.00,170.00,153.00,52.00
"Global Learning Village",2014,1,44.00,33.00,0.00,0.00,0.00
"Global Learning Village",2015,1,69.00,26.00,0.00,0.00,0.00
"Global Learning Village",2016,1,176.00,95.00,1.00,96.00,22.00
"Global Learning Village",2017,1,207.00,188.00,1.00,0.00,14.00
"Golden Rule Charter School",2003,1,232.00,211.00,93.00,90.00,3.00
"Golden Rule Charter School",2004,1,427.00,395.00,203.00,185.00,38.00
"Golden Rule Charter School",2005,1,293.00,280.00,160.00,151.00,33.00
"Golden Rule Charter School",2006,1,333.00,320.00,180.00,172.00,34.00
"Golden Rule Charter School",2007,2,490.00,478.00,261.00,253.00,51.00
"Golden Rule Charter School",2008,2,600.00,586.00,292.00,275.00,53.00
"Golden Rule Charter School",2009,2,584.00,495.00,267.00,265.00,42.00
"Golden Rule Charter School",2010,3,755.00,746.00,286.00,281.00,40.00
"Golden Rule Charter School",2011,3,864.00,859.00,320.00,315.00,40.00
"Golden Rule Charter School",2012,4,981.00,973.00,435.00,414.00,28.00
"Golden Rule Charter School",2013,5,1215.00,1190.00,549.00,519.00,47.00
"Golden Rule Charter School",2014,5,1349.00,1320.00,644.00,619.00,48.00
"Golden Rule Charter School",2015,5,1531.00,1481.00,895.00,856.00,56.00
"Golden Rule Charter School",2016,5,1526.00,1462.00,899.00,880.00,59.00
"Golden Rule Charter School",2017,5,1476.00,1411.00,933.00,926.00,91.00
"Golden Rule Charter School",2018,6,1441.00,1404.00,861.00,857.00,75.00
"Golden Rule Charter School",2019,6,1532.00,1528.00,855.00,833.00,81.00
"Golden Rule Charter School",2020,6,1570.00,1569.00,704.00,636.00,88.00
"Goodwater Montessori School",2018,1,303.00,55.00,8.00,8.00,20.00
"Goodwater Montessori School",2019,1,349.00,102.00,17.00,15.00,26.00
"Goodwater Montessori School",2020,1,398.00,120.00,29.00,28.00,41.00
"Great Hearts Texas",2015,2,572.00,80.00,13.00,11.00,20.00
"Great Hearts Texas",2016,4,2009.00,293.00,109.00,90.00,66.00
"Great Hearts Texas",2017,4,2312.00,259.00,120.00,105.00,104.00
"Great Hearts Texas",2018,4,2766.00,416.00,139.00,115.00,140.00
"Great Hearts Texas",2019,5,3615.00,648.00,168.00,148.00,207.00
"Great Hearts Texas",2020,7,4850.00,941.00,330.00,310.00,322.00
"Guardian Angel Performance Arts Academy",2000,1,54.00,40.00,0.00,0.00,21.00
"Guardian Angel Performance Arts Academy",2001,1,54.00,40.00,0.00,0.00,16.00
"Guardian Angel Performance Arts Academy",2002,1,56.00,45.00,0.00,0.00,15.00
"Guardian Angel Performance Arts Academy",2003,1,33.00,27.00,3.00,3.00,6.00
"Guardian Angel Performance Arts Academy",2004,1,44.00,12.00,1.00,1.00,10.00
"Guardian Angel Performance Arts Academy",2005,1,13.00,10.00,0.00,0.00,2.00
"Guardian Angel Performance Arts Academy",2006,1,31.00,28.00,0.00,0.00,2.00
"Guardian Angel Performance Arts Academy",2007,1,10.00,9.00,0.00,0.00,1.00
"Guardian Angel Performance Arts Academy",2008,1,7.00,1.00,0.00,0.00,0.00
"Guardian Angel Performance Arts Academy",2009,1,18.00,14.00,0.00,0.00,1.00
"Guardian Angel Performance Arts Academy",2010,1,17.00,16.00,1.00,0.00,4.00
"Gulf Shores Academy",2000,1,248.00,247.00,1.00,0.00,16.00
"Gulf Shores Academy",2001,1,696.00,694.00,13.00,67.00,47.00
"Gulf Shores Academy",2002,3,45.00,45.00,0.00,2.00,2.00
"Gulf Shores Academy",2003,5,1271.00,487.00,27.00,27.00,72.00
"Gulf Shores Academy",2004,5,1324.00,541.00,0.00,0.00,101.00
"Gulf Shores Academy",2005,4,1045.00,376.00,0.00,18.00,94.00
"Gulf Shores Academy",2006,5,740.00,718.00,18.00,18.00,39.00
"Gulf Shores Academy",2009,1,150.00,4.00,0.00,0.00,8.00
"Harmony Public Schools",2001,1,186.00,62.00,0.00,0.00,10.00
"Harmony Public Schools",2002,1,298.00,118.00,0.00,0.00,31.00
"Harmony Public Schools",2003,2,436.00,200.00,22.00,11.00,39.00
"Harmony Public Schools",2004,2,525.00,286.00,36.00,36.00,31.00
"Harmony Public Schools",2005,3,811.00,475.00,44.00,44.00,42.00
"Harmony Public Schools",2006,4,1189.00,722.00,92.00,81.00,45.00
"Harmony Public Schools",2007,9,3289.00,1771.00,273.00,273.00,98.00
"Harmony Public Schools",2008,14,4834.00,2572.00,295.00,291.00,131.00
"Harmony Public Schools",2009,19,7860.00,3959.00,299.00,287.00,206.00
"Harmony Public Schools",2010,25,12553.00,7014.00,667.00,646.00,346.00
"Harmony Public Schools",2011,33,16721.00,9467.00,1550.00,1366.00,444.00
"Harmony Public Schools",2012,36,20178.00,11459.00,2385.00,2144.00,672.00
"Harmony Public Schools",2013,38,24616.00,14062.00,3450.00,3153.00,1016.00
"Harmony Public Schools",2014,40,25886.00,15207.00,4235.00,3887.00,1220.00
"Harmony Public Schools",2015,43,28318.00,16821.00,5517.00,5094.00,1498.00
"Harmony Public Schools",2016,46,30496.00,18271.00,6576.00,6130.00,1746.00
"Harmony Public Schools",2017,48,31985.00,19091.00,7648.00,7233.00,2075.00
"Harmony Public Schools",2018,54,33248.00,20192.00,8316.00,7941.00,2334.00
"Harmony Public Schools",2020,54,33427.00,23086.00,10470.00,10063.00,2848.00
"Harmony School Of Excellence",2019,8,5026.00,3345.00,1311.00,1243.00,315.00
"Harmony School Of Excellence",2020,1,463.00,303.00,106.00,100.00,20.00
"Harmony School Of Science - Housto",2019,6,3782.00,2112.00,740.00,727.00,230.00
"Harmony School Of Science - Housto",2020,1,582.00,316.00,104.00,101.00,23.00
"Harmony Science Acad (El Paso)",2019,5,3565.00,2543.00,815.00,752.00,354.00
"Harmony Science Acad (San Antonio)",2019,8,4512.00,3673.00,1442.00,1331.00,355.00
"Harmony Science Acad (Waco)",2019,16,9763.00,5934.00,2676.00,2582.00,778.00
"Harmony Science Acad (Waco)",2020,1,431.00,283.00,125.00,119.00,29.00
"Harmony Science Academy",2019,6,3312.00,2774.00,1010.00,953.00,266.00
"Harmony Science Academy (Austin)",2019,7,4025.00,2737.00,1675.00,1648.00,293.00
"Henry Ford Academy Alameda School",2010,1,74.00,40.00,0.00,0.00,3.00
"Henry Ford Academy Alameda School",2011,1,149.00,92.00,0.00,0.00,15.00
"Henry Ford Academy Alameda School",2012,1,159.00,92.00,0.00,0.00,13.00
"Henry Ford Academy Alameda School",2013,1,203.00,101.00,0.00,0.00,16.00
"Henry Ford Academy Alameda School",2014,1,181.00,69.00,3.00,0.00,16.00
"Henry Ford Academy Alameda School",2015,1,158.00,108.00,3.00,3.00,20.00
"Henry Ford Academy Alameda School",2016,1,126.00,71.00,1.00,0.00,14.00
"Henry Ford Academy Alameda School",2017,1,113.00,55.00,3.00,3.00,10.00
"Henry Ford Academy Alameda School",2018,1,137.00,65.00,1.00,1.00,11.00
"Henry Ford Academy Alameda School",2019,1,127.00,67.00,5.00,5.00,5.00
"Henry Ford Academy Alameda School",2020,1,114.00,57.00,0.00,0.00,11.00
"Heritage Academy",2000,2,275.00,8.00,0.00,0.00,18.00
"Heritage Academy",2001,2,245.00,205.00,0.00,0.00,31.00
"Heritage Academy",2002,2,280.00,187.00,0.00,0.00,27.00
"Heritage Academy",2003,2,338.00,223.00,2.00,2.00,39.00
"Heritage Academy",2004,2,379.00,242.00,0.00,0.00,42.00
"Heritage Academy",2005,2,409.00,277.00,0.00,0.00,43.00
"Heritage Academy",2006,2,411.00,336.00,9.00,8.00,42.00
"Heritage Academy",2007,3,498.00,363.00,9.00,8.00,54.00
"Heritage Academy",2008,6,632.00,479.00,35.00,30.00,58.00
"Heritage Academy",2009,7,788.00,621.00,59.00,59.00,79.00
"Heritage Academy",2010,6,740.00,576.00,93.00,93.00,51.00
"Heritage Academy",2011,6,857.00,654.00,96.00,96.00,56.00
"Heritage Academy",2012,6,722.00,566.00,79.00,79.00,51.00
"Heritage Academy",2013,7,482.00,366.00,73.00,78.00,37.00
"Heritage Academy",2014,5,556.00,421.00,89.00,96.00,35.00
"Heritage Academy",2015,5,579.00,389.00,133.00,130.00,36.00
"Heritage Academy",2016,4,501.00,359.00,152.00,152.00,26.00
"Heritage Academy",2017,4,467.00,358.00,145.00,144.00,27.00
"Heritage Academy",2018,4,508.00,362.00,148.00,152.00,42.00
"Heritage Academy",2019,5,635.00,427.00,226.00,225.00,44.00
"Heritage Academy",2020,5,661.00,396.00,273.00,272.00,45.00
"Higgs Carter King Gifted & Talented",1999,1,302.00,200.00,11.00,8.00,7.00
"Higgs Carter King Gifted & Talented",2000,1,175.00,150.00,4.00,2.00,4.00
"Higgs Carter King Gifted & Talented",2001,1,194.00,175.00,0.00,0.00,19.00
"Higgs Carter King Gifted & Talented",2002,1,233.00,224.00,0.00,0.00,38.00
"Higgs Carter King Gifted & Talented",2003,1,250.00,240.00,38.00,38.00,30.00
"Higgs Carter King Gifted & Talented",2004,1,213.00,209.00,22.00,20.00,26.00
"Higgs Carter King Gifted & Talented",2005,1,219.00,193.00,11.00,38.00,37.00
"Higgs Carter King Gifted & Talented",2006,1,286.00,273.00,49.00,46.00,24.00
"Higgs Carter King Gifted & Talented",2007,1,315.00,302.00,32.00,32.00,28.00
"Higgs Carter King Gifted & Talented",2008,1,498.00,495.00,42.00,31.00,27.00
"Higgs Carter King Gifted & Talented",2009,1,561.00,549.00,24.00,24.00,34.00
"Higgs Carter King Gifted & Talented",2010,1,498.00,494.00,10.00,29.00,36.00
"Higgs Carter King Gifted & Talented",2011,1,695.00,679.00,42.00,42.00,30.00
"Higgs Carter King Gifted & Talented",2012,1,735.00,700.00,33.00,33.00,28.00
"Higgs Carter King Gifted & Talented",2013,1,642.00,624.00,21.00,21.00,27.00
"Higgs Carter King Gifted & Talented",2014,1,485.00,459.00,48.00,48.00,28.00
"Higgs Carter King Gifted & Talented",2015,1,469.00,463.00,32.00,32.00,17.00
"High Point Academy",2016,1,457.00,117.00,1.00,3.00,40.00
"High Point Academy",2017,1,804.00,215.00,14.00,9.00,72.00
"High Point Academy",2018,1,945.00,271.00,31.00,26.00,101.00
"High Point Academy",2019,2,1401.00,359.00,75.00,70.00,114.00
"High Point Academy",2020,3,1683.00,594.00,92.00,86.00,153.00
"Honors Academy",2000,4,346.00,149.00,0.00,0.00,26.00
"Honors Academy",2001,11,1679.00,408.00,20.00,6.00,141.00
"Honors Academy",2002,12,2013.00,691.00,57.00,43.00,208.00
"Honors Academy",2003,10,1924.00,661.00,17.00,18.00,159.00
"Honors Academy",2004,8,1896.00,761.00,0.00,12.00,202.00
"Honors Academy",2005,7,1556.00,712.00,5.00,6.00,186.00
"Honors Academy",2006,7,844.00,444.00,9.00,9.00,145.00
"Honors Academy",2007,7,889.00,510.00,3.00,17.00,95.00
"Honors Academy",2008,7,819.00,435.00,10.00,10.00,106.00
"Honors Academy",2009,6,941.00,629.00,9.00,9.00,116.00
"Honors Academy",2010,7,1021.00,703.00,37.00,7.00,78.00
"Honors Academy",2011,7,1059.00,771.00,45.00,4.00,95.00
"Honors Academy",2012,7,977.00,730.00,54.00,48.00,80.00
"Honors Academy",2013,7,627.00,468.00,83.00,42.00,60.00
"Honors Academy",2014,7,759.00,566.00,77.00,77.00,70.00
"Horizon Montessori Public Schools",1999,1,123.00,123.00,0.00,0.00,0.00
"Horizon Montessori Public Schools",2000,1,139.00,129.00,0.00,0.00,7.00
"Horizon Montessori Public Schools",2001,1,119.00,117.00,0.00,0.00,3.00
"Horizon Montessori Public Schools",2002,1,116.00,97.00,0.00,0.00,5.00
"Horizon Montessori Public Schools",2003,1,93.00,89.00,0.00,0.00,1.00
"Horizon Montessori Public Schools",2004,1,134.00,115.00,15.00,15.00,12.00
"Horizon Montessori Public Schools",2005,2,263.00,153.00,18.00,17.00,20.00
"Horizon Montessori Public Schools",2006,2,326.00,198.00,34.00,34.00,9.00
"Horizon Montessori Public Schools",2007,2,451.00,265.00,85.00,85.00,13.00
"Horizon Montessori Public Schools",2008,2,517.00,319.00,119.00,119.00,16.00
"Horizon Montessori Public Schools",2009,3,543.00,366.00,132.00,132.00,21.00
"Horizon Montessori Public Schools",2010,3,620.00,438.00,156.00,174.00,23.00
"Horizon Montessori Public Schools",2011,3,767.00,559.00,201.00,172.00,37.00
"Horizon Montessori Public Schools",2012,3,812.00,602.00,227.00,180.00,48.00
"Horizon Montessori Public Schools",2013,3,881.00,688.00,250.00,227.00,43.00
"Horizon Montessori Public Schools",2014,3,1065.00,870.00,385.00,369.00,50.00
"Horizon Montessori Public Schools",2015,3,1125.00,773.00,427.00,391.00,59.00
"Horizon Montessori Public Schools",2016,3,1304.00,955.00,499.00,464.00,65.00
"Horizon Montessori Public Schools",2017,3,1350.00,887.00,537.00,491.00,70.00
"Horizon Montessori Public Schools",2018,3,1236.00,942.00,495.00,456.00,49.00
"Horizon Montessori Public Schools",2019,3,1324.00,863.00,498.00,459.00,61.00
"Horizon Montessori Public Schools",2020,4,1160.00,854.00,372.00,130.00,48.00
"Houston Alternative Preparatory Charter",2003,1,191.00,191.00,0.00,0.00,53.00
"Houston Alternative Preparatory Charter",2004,1,163.00,146.00,0.00,2.00,51.00
"Houston Alternative Preparatory Charter",2005,1,135.00,127.00,0.00,1.00,40.00
"Houston Alternative Preparatory Charter",2006,1,180.00,170.00,0.00,0.00,29.00
"Houston Alternative Preparatory Charter",2007,1,167.00,166.00,0.00,0.00,39.00
"Houston Alternative Preparatory Charter",2008,1,133.00,96.00,0.00,0.00,37.00
"Houston Alternative Preparatory Charter",2009,1,212.00,183.00,0.00,0.00,44.00
"Houston Alternative Preparatory Charter",2010,1,170.00,135.00,28.00,28.00,23.00
"Houston Alternative Preparatory Charter",2011,1,158.00,150.00,60.00,60.00,13.00
"Houston Can Academy Charter School",1999,1,309.00,121.00,0.00,0.00,7.00
"Houston Can Academy Charter School",2000,1,320.00,88.00,0.00,0.00,2.00
"Houston Can Academy Charter School",2001,1,340.00,158.00,0.00,0.00,26.00
"Houston Can Academy Charter School",2002,1,344.00,123.00,1.00,0.00,38.00
"Houston Can Academy Charter School",2003,1,342.00,267.00,0.00,0.00,32.00
"Houston Can Academy Charter School",2004,2,564.00,394.00,12.00,10.00,69.00
"Houston Can Academy Charter School",2005,2,726.00,618.00,34.00,27.00,102.00
"Houston Can Academy Charter School",2006,2,778.00,624.00,17.00,12.00,108.00
"Houston Can Academy Charter School",2007,2,848.00,706.00,10.00,6.00,114.00
"Houston Can Academy Charter School",2008,2,877.00,778.00,54.00,26.00,130.00
"Houston Can Academy Charter School",2009,2,712.00,635.00,46.00,23.00,102.00
"Houston Can Academy Charter School",2010,2,809.00,745.00,59.00,58.00,146.00
"Houston Can Academy Charter School",2011,2,696.00,611.00,32.00,30.00,123.00
"Houston Can Academy Charter School",2012,2,766.00,721.00,44.00,42.00,112.00
"Houston Can Academy Charter School",2013,2,753.00,693.00,44.00,43.00,110.00
"Houston Gateway Academy Inc",2000,1,229.00,128.00,0.00,0.00,12.00
"Houston Gateway Academy Inc",2001,1,700.00,460.00,89.00,65.00,49.00
"Houston Gateway Academy Inc",2002,1,631.00,407.00,157.00,98.00,42.00
"Houston Gateway Academy Inc",2003,1,795.00,533.00,108.00,77.00,64.00
"Houston Gateway Academy Inc",2004,1,798.00,536.00,137.00,112.00,76.00
"Houston Gateway Academy Inc",2005,1,726.00,536.00,153.00,124.00,81.00
"Houston Gateway Academy Inc",2006,1,603.00,476.00,131.00,121.00,65.00
"Houston Gateway Academy Inc",2007,1,624.00,463.00,188.00,177.00,62.00
"Houston Gateway Academy Inc",2008,1,656.00,565.00,213.00,178.00,83.00
"Houston Gateway Academy Inc",2009,1,793.00,636.00,300.00,275.00,50.00
"Houston Gateway Academy Inc",2010,2,864.00,784.00,328.00,324.00,46.00
"Houston Gateway Academy Inc",2011,2,979.00,925.00,285.00,285.00,45.00
"Houston Gateway Academy Inc",2012,2,1291.00,1225.00,521.00,521.00,53.00
"Houston Gateway Academy Inc",2013,3,1485.00,1376.00,631.00,631.00,50.00
"Houston Gateway Academy Inc",2014,3,1621.00,1520.00,639.00,639.00,50.00
"Houston Gateway Academy Inc",2015,3,1886.00,1712.00,740.00,740.00,57.00
"Houston Gateway Academy Inc",2016,3,2062.00,1855.00,871.00,871.00,43.00
"Houston Gateway Academy Inc",2017,3,2213.00,2035.00,987.00,987.00,61.00
"Houston Gateway Academy Inc",2018,3,2265.00,2128.00,1062.00,1062.00,67.00
"Houston Gateway Academy Inc",2019,3,2409.00,512.00,1135.00,1128.00,72.00
"Houston Gateway Academy Inc",2020,3,2265.00,2265.00,1147.00,1198.00,72.00
"Houston Heights High School",2000,1,112.00,88.00,11.00,0.00,6.00
"Houston Heights High School",2001,1,226.00,193.00,0.00,0.00,14.00
"Houston Heights High School",2002,1,226.00,222.00,0.00,0.00,32.00
"Houston Heights High School",2003,1,234.00,180.00,0.00,0.00,26.00
"Houston Heights High School",2004,1,225.00,185.00,0.00,0.00,29.00
"Houston Heights High School",2005,1,195.00,168.00,0.00,0.00,30.00
"Houston Heights High School",2006,1,219.00,189.00,0.00,0.00,30.00
"Houston Heights High School",2007,1,239.00,186.00,0.00,0.00,25.00
"Houston Heights High School",2008,1,211.00,155.00,0.00,0.00,19.00
"Houston Heights High School",2009,1,215.00,164.00,0.00,0.00,23.00
"Houston Heights High School",2010,1,201.00,159.00,0.00,0.00,31.00
"Houston Heights High School",2011,1,200.00,77.00,0.00,0.00,34.00
"Houston Heights High School",2012,1,191.00,145.00,0.00,0.00,38.00
"Houston Heights High School",2013,1,206.00,169.00,0.00,0.00,33.00
"Houston Heights High School",2014,1,210.00,179.00,0.00,0.00,21.00
